4	1	1	1	0.5	0.5	0.5	2	2	1	0.25	1	2	1	1	2	1	1	0.5	49	5120	49	0.7	45	88.1	65	65	45	8	6.9
4	1	1	1	0.5	0.5	0.5	2	2	1	0.25	1	2	1	1	2	1	1	0.5	62	5120	63	1	60	88.1	80	80	60	8	13
4	1	1	1	0.5	0.5	0.5	2	2	1	0.25	1	2	1	1	2	1	1	0.5	100	5120	123	2	80	88.1	122	120	80	8	100
2	0.5	1	1	1	0.5	1	0.5	1	1	0.5	2	0.5	1	1	1	2	0.5	2	52	5120	43	0.6	39	88.1	60	50	65	0	8.5
2	0.5	1	1	1	0.5	1	0.5	1	1	0.5	2	0.5	1	1	1	2	0.5	2	64	5120	58	1.1	58	88.1	80	65	80	0	19
2	0.25	1	1	2	0.5	0.5	0.5	1	1	0.25	0	1	1	1	1	4	0.5	2	104	5120	78	1.7	78	88.1	159	115	100	10	90.5
3	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	48	5120	65	0.5	44	88.1		64	43	0	9
3	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	63	5120	80	1	59	88.1	65	80	58	0	22.5
3	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	103	5120	120	1.6	79	88.1	135	115	78	0	85.5
12	1	1	1	1	1	0.5	2	2	1	0.5	0.5	1	1	1	1	2	1	1	30	3840	35	0.3	45	50	20	20	45	0	2.9
12	1	1	1	1	1	0.5	2	2	1	0.5	0.5	1	1	1	1	2	1	1	20	3840	55	0.7	50	50	25	25	30	0	9.9
12	0.5	1	1	2	1	0.25	2	2	1	0.25	0	2	1	1	1	4	1	1	45	3840	50	1.1	60	50	90	80	70	10	32
12	0.5	1	1	1	0.5	0.25	2	2	1	0.25	1	1	1	0.5	2	2	1	1	35	3840	30	0.3	40	50	20	20	50	8	3.2
12	0.5	1	1	1	0.5	0.25	2	2	1	0.25	1	1	1	0.5	2	2	1	1	25	3840	50	0.6	45	50	25	25	35	8	10
12	0.5	1	1	1	0.5	0.25	2	2	1	0.25	1	1	1	0.5	2	2	1	1	150	3840	40	1	65	50	15	80	145	8	29.5
1	0.5	1	1	2	1	1	1	1	0	0.5	0	2	1	1	1	2	1	1	45	3840	40	0.3	40	50	35	35	56	10	1.8
1	0.5	1	1	2	1	1	1	1	0	0.5	0	2	1	1	1	2	1	1	60	3840	55	1.1	63	50	50	50	71	10	30
1	0.5	1	1	2	1	1	1	1	0	0.5	0	2	1	1	1	2	1	1	80	3840	80	1.5	83	50	135	80	121	10	39.5
1	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	56	3840	35	0	30	50	25	35	72	15	0
1	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	71	3840	70	0	75	50	40	80	77	15	0
1	0.5	1	1	2	1	1	1	1	0	0.5	0	2	1	1	1	2	1	1	60	3840	30	0.3	40	50	31	31	70	10	2
1	0.5	1	1	2	1	1	1	1	0	0.5	0	2	1	1	1	2	1	1	90	3840	65	1.2	65	50	61	61	100	10	38
8	0.5	1	1	1	0.5	0.5	1	1	1	0.5	2	1	1	0.5	2	1	1	1	60	5120	44	2	35	50	40	54	55	0	6.9
8	0.5	1	1	1	0.5	0.5	1	1	1	0.5	2	1	1	0.5	2	1	1	1	95	5120	69	3.5	60	50	65	79	80	0	65
5	1	1	1	0.5	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	55	2560	40	0.4	35	50	50	50	90	0	6
5	1	1	1	0.5	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	85	2560	50	0	60	50	95	85	110	5	0
9	1	1	1	0	1	1	1	1	1	2	1	2	1	0.5	1	0.5	1	2	75	5120	90	0	50	50	10	35	40	6	0
9	1	1	1	0	1	1	1	1	1	2	1	2	1	0.5	1	0.5	1	2	100	5120	120	0	75	50	25	65	65	6	0
8	0.5	1	1	1	0.5	0.5	1	1	1	0.5	2	1	1	0.5	2	1	1	1	47	5120	52	0.4	55	0	40	40	41	0	7
8	0.5	1	1	1	0.5	0.5	1	1	1	0.5	2	1	1	0.5	2	1	1	1	62	5120	67	0.8	70	0	55	55	56	0	20
8	0.5	1	1	0	0.5	0.5	1	1	1	1	2	2	1	0.25	2	0.5	1	2	92	5120	87	1.3	90	0	75	85	76	9	60
8	0.5	1	1	1	0.5	0.5	1	1	1	0.5	2	1	1	0.5	2	1	1	1	57	5120	40	0.5	46	100	40	40	50	0	9
8	0.5	1	1	1	0.5	0.5	1	1	1	0.5	2	1	1	0.5	2	1	1	1	72	5120	57	0.9	61	100	55	55	65	0	19.5
8	0.5	1	1	0	0.5	0.5	1	1	1	1	2	2	1	0.25	2	0.5	1	2	102	5120	77	1.4	81	100	85	75	85	9	62
18	0.5	0.5	0	1	1	0.5	1	1	1	1	1	1	1	2	1	1	2	1	45	2560	48	0.6	70	24.6	60	65	35	0	7.5
18	0.5	0.5	0	1	1	0.5	1	1	1	1	1	1	1	2	1	1	2	1	70	2560	73	1.3	95	24.6	95	90	60	0	40
2	0.5	1	1	1	0.5	1	0.5	1	1	0.5	2	0.5	1	1	1	2	0.5	2	41	5120	40	0	38	24.6	50	65	65	6	0
2	0.5	1	1	1	0.5	1	0.5	1	1	0.5	2	0.5	1	1	1	2	0.5	2	67	5120	75	0	73	24.6	81	100	109	6	0
1	0.5	0.5	0	1	1	1	1	1	0	1	1	1	1	2	1	1	2	1	45	2560	20	0.5	115	24.6	45	25	20	18	5.5
1	0.5	0.5	0	1	1	1	1	1	0	1	1	1	1	2	1	1	2	1	70	2560	45	1	140	24.6	85	50	45	18	12
8	0.25	1	1	2	0.5	0.25	1	1	1	0.25	0	2	1	0.5	2	2	1	1	45	3840	35	0.8	40	50	30	40	55	10	7.5
8	0.25	1	1	2	0.5	0.25	1	1	1	0.25	0	2	1	0.5	2	2	1	1	80	3840	70	1.6	75	50	65	75	90	10	55
4	1	1	1	0.5	0.5	0.5	2	2	1	0.25	1	2	1	1	2	1	1	0.5	50	5120	55	0.5	45	50	75	65	30	8	5.4
4	1	1	1	0.5	0.5	0.5	2	2	1	0.25	1	2	1	1	2	1	1	0.5	65	5120	70	0.8	60	50	85	75	40	8	8.6
4	1	1	1	0.5	0.5	0.5	2	2	1	0.25	1	2	1	1	2	1	1	0.5	80	5120	85	1.2	75	50	110	90	50	8	18.6
12	2	1	1	0.5	1	0.5	4	4	1	0.25	0.25	2	1	2	1	2	1	0.5	70	5120	55	0.3	35	50	45	55	25	4	5.4
12	2	1	1	0.5	1	0.5	4	4	1	0.25	0.25	2	1	2	1	2	1	0.5	95	5120	80	1	60	50	60	80	30	4	29.5
12	0.5	1	1	1	0.5	0.25	2	2	1	0.25	1	1	1	0.5	2	2	1	1	55	5120	50	1	60	50	40	55	45	8	30
12	0.5	1	1	1	0.5	0.25	2	2	1	0.25	1	1	1	0.5	2	2	1	1	65	5120	60	1.5	70	50	90	75	90	8	12.5
9	1	1	1	0	1	1	1	1	1	2	1	2	1	0.5	1	0.5	1	2	55	5120	30	0	10	50	35	45	90	9	0
9	1	1	1	0	1	1	1	1	1	2	1	2	1	0.5	1	0.5	1	2	100	5120	60	0	35	50	50	70	110	9	0
1	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	35	5120	35	0	40	50	50	40	90	15	0
1	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	60	5120	60	0	65	50	75	65	115	15	0
3	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	52	5120	48	0.8	50	50	65	50	55	0	19.6
3	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	82	5120	78	1.7	80	50	95	80	85	0	76.6
7	0.5	0.5	1	1	2	1	1	2	1	1	1	1	1	1	2	0.5	1	1	80	5120	35	0.5	40	50	35	45	70	0	28
7	0.5	0.5	1	1	2	1	1	2	1	1	1	1	1	1	2	0.5	1	1	105	5120	60	1	65	50	60	70	95	0	32
2	0.5	1	1	1	0.5	1	0.5	1	1	0.5	2	0.5	1	1	1	2	0.5	2	70	5120	45	0.7	55	75.4	70	50	60	0	19
2	0.5	1	1	1	0.5	1	0.5	1	1	0.5	2	0.5	1	1	1	2	0.5	2	110	5120	80	1.9	90	75.4	100	80	95	0	155
3	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	50	5120	40	0.6	40	50	40	40	90	0	12.4
3	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	65	5120	65	1	65	50	50	50	90	0	20
3	0.5	0.5	1	2	2	1	0.5	2	1	2	1	0.5	1	1	2	0.5	0.5	0.5	95	5120	95	1.3	90	50	70	90	70	7	54
11	2	2	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	1	1	20	5120	15	0.9	25	75.4	105	55	90	0	19.5
11	2	2	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	1	1	35	5120	30	1.3	40	75.4	120	70	105	0	56.5
11	2	2	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	1	1	50	5120	65	1.5	55	75.4	175	105	150	0	48
7	0.5	0.5	1	1	2	1	1	2	1	1	1	1	1	1	2	0.5	1	1	80	5120	50	0.8	70	75.4	35	35	35	0	19.5
7	0.5	0.5	1	1	2	1	1	2	1	1	1	1	1	1	2	0.5	1	1	100	5120	70	1.5	80	75.4	50	60	45	0	70.5
7	0.5	0.5	1	1	2	1	1	2	1	1	1	1	1	1	2	0.5	1	1	130	5120	80	1.6	90	75.4	65	85	55	0	130
4	1	1	1	0.5	0.5	0.5	2	2	1	0.25	1	2	1	1	2	1	1	0.5	75	5120	35	0.7	50	50	70	30	40	8	4
4	1	1	1	0.5	0.5	0.5	2	2	1	0.25	1	2	1	1	2	1	1	0.5	90	5120	50	1	65	50	85	45	55	8	6.4
4	1	1	1	0.5	0.5	0.5	2	2	1	0.25	1	2	1	1	2	1	1	0.5	105	5120	65	1.7	80	50	100	70	70	8	15.5
3	0.5	1	1	2	0.5	0.5	0.5	1	1	1	2	0.5	1	0.5	2	1	0.5	0.5	40	5120	35	0.9	40	50	50	100	70	8	45.5
3	0.5	1	1	2	0.5	0.5	0.5	1	1	1	2	0.5	1	0.5	2	1	0.5	0.5	70	5120	65	1.6	80	50	80	120	100	8	55
13	1	1	1	0	1	2	0.5	0.5	1	4	2	2	0.5	0.25	1	0.5	2	4	80	3840	100	0	40	50	30	30	20	9	0
13	1	1	1	0	1	2	0.5	0.5	1	4	2	2	0.5	0.25	1	0.5	2	4	95	3840	115	0	55	50	45	45	35	9	0
13	1	1	1	0	1	2	0.5	0.5	1	4	2	2	0.5	0.25	1	0.5	2	4	120	3840	130	0	80	50	55	65	45	9	0
2	0.5	1	1	1	0.5	1	0.5	1	1	0.5	2	0.5	1	1	1	2	0.5	2	85	5120	55	1	50	50	65	65	90	0	30
2	0.5	1	1	1	0.5	1	0.5	1	1	0.5	2	0.5	1	1	1	2	0.5	2	100	5120	70	1.7	65	50	80	80	105	0	95
3	2	2	1	2	1	0.5	0.5	1	2	2	1	0.5	1	1	0.5	1	0.5	0.5	65	5120	65	1.2	90	50	40	40	15	11	36
3	2	2	1	2	1	0.5	0.5	1	2	2	1	0.5	1	1	0.5	1	0.5	0.5	75	5120	180	1.6	95	50	130	80	30	11	78.5
5	0.5	1	0.5	0.5	0.5	2	2	0.25	1	0.5	4	0.5	0.5	0	0.5	0.5	0.25	1	35	5120	70	0.3	25	0	95	55	45	17	6
5	0.5	1	0.5	0.5	0.5	2	2	0.25	1	0.5	4	0.5	0.5	0	0.5	0.5	0.25	1	60	5120	95	1	50	0	120	70	70	17	60
1	0.5	1	1	2	1	1	1	1	0	0.5	0	2	1	1	1	2	1	1	90	5120	55	0.8	52	50	58	62	60	10	15
1	0.5	1	1	2	1	1	1	1	0	0.5	0	2	1	1	1	2	1	1	85	5120	45	1.4	35	50	35	35	75	10	39.2
1	0.5	1	1	2	1	1	1	1	0	0.5	0	2	1	1	1	2	1	1	110	5120	70	1.8	60	50	60	60	110	10	85.2
3	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	45	5120	55	1.1	65	50	45	70	45	0	90
3	1	1	1	2	1	2	1	1	1	2	1	0.25	1	1	1	2	1	0.5	70	5120	80	1.7	90	50	70	95	70	6	120
8	0.5	1	1	1	0.5	0.5	1	1	1	0.5	2	1	1	0.5	2	1	1	1	80	5120	50	0	80	50	40	50	25	8	0
8	0.5	1	1	1	0.5	0.5	1	1	1	0.5	2	1	1	0.5	2	1	1	1	105	5120	75	0	105	50	65	100	50	8	0
3	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	65	5120	100	0.3	30	50	45	25	40	0	4
3	1	1	1	2	1	2	1	1	1	2	1	0.25	1	1	1	2	1	0.5	95	5120	180	1.5	50	50	85	45	70	6	132.5
14	0.25	2	1	1	0.5	0	1	1	2	0.5	2	1	0	0.25	2	1	1	1	35	5120	30	1.3	30	50	100	35	80	8	0.1
14	0.25	2	1	1	0.5	0	1	1	2	0.5	2	1	0	0.25	2	1	1	1	50	5120	45	1.6	45	50	115	55	95	8	0.1
14	0.25	2	1	1	0.5	0	1	1	2	0.5	2	1	0	0.25	2	1	1	1	65	5120	80	1.5	60	50	170	95	130	8	40.5
13	1	1	1	0	1	2	0.5	0.5	1	4	2	2	0.5	0.25	1	0.5	2	4	45	6400	160	8.8	35	50	30	45	70	9	210
11	2	2	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	1	1	48	5120	45	1	60	50	43	90	42	0	32.4
11	2	2	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	1	1	73	5120	70	1.6	85	50	73	115	67	0	75.6
